ID,HashTags,Time,TweetText,Outputs,URL,User,Randomize
345,AHCA,2017-05-04 20:34:34,@PatrickMcHenry you didn't listen to your constituents and you voted yes to  now it's time for us to vote you out of office.,@PatrickMcHenry you didn't listen to your constituents and you voted yes to  now it's time for us to vote you out of office.,,shinevan1120,6650
346,AHCA,2017-05-04 20:34:39,Healthcare in US under  ,Healthcare in US under  ,https://youtu.be/grbSQ6O6kbs,LukeMaciak,7122
347,"ObamacareHelpedMe, Obamacare, AHCA",2017-05-04 20:34:42," get this fresh batch of sweet sweet liberal hysteria! 

  "," get this fresh batch of sweet sweet liberal hysteria! 

  ",,muhfeefees,7143
348,,2017-05-04 20:34:45,Staggering ,Staggering ,https://twitter.com/legendofamyann/status/860203580661395456,knockonMCWOODS,6745
349,GOPHealthCare,2017-05-04 20:34:47,Anyone who is pro abortion does NOT get to complain about  ,Anyone who is pro abortion does NOT get to complain about  ,https://twitter.com/dailykos/status/860198145510297600,DrSueDVM,6931
350,,2017-05-04 20:34:54,"This is how they treat their Mothers, sisters and daughters. I hope whoever voted for them realizes that, they don't give a damn about you. ","This is how they treat their Mothers, sisters and daughters. I hope whoever voted for them realizes that, they don't give a damn about you. ",https://twitter.com/i/web/status/860231282898456581,Thrasher_Jon,7013
351,AHCA,2017-05-04 20:34:55,"Got to ask all fifty GOP senators this question with the utmost respect

How would you like history to remember you?

","Got to ask all fifty GOP senators this question with the utmost respect

How would you like history to remember you?

",,geekcreds,7086
352,,2017-05-04 20:34:55,So every cloud has a silver lining... I suppose. ,So every cloud has a silver lining... I suppose. ,https://twitter.com/brianefallon/status/859914457245503489,JGDphoenixrises,6717
353,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",2017-05-04 20:34:56,"@BillKristol 






This (!)


","@BillKristol 






This (!)


",https://twitter.com/i/web/status/860231288397201409,DeepStateAI,7123
354,AHCA,2017-05-04 20:34:58,Get in touch with your reps   ,Get in touch with your reps   ,https://www.senate.gov/senators/contact/,wheresmyoj,6664
355,Obamacare,2017-05-04 20:35:05, fucking squall baby libtards are saying pre-existing conditions over and over on twitter shitter today hahaha bullshit idiots, fucking squall baby libtards are saying pre-existing conditions over and over on twitter shitter today hahaha bullshit idiots,,yvettelecroix,6866
356,"AHCA, Trumpcare",2017-05-04 20:35:13,@CNN Get a job and get coverage. Simple. Don't wait around for the American taxpayer to pick up YOUR tab.  ,@CNN Get a job and get coverage. Simple. Don't wait around for the American taxpayer to pick up YOUR tab.  ,,AlWilson725,7171
357,AHCA,2017-05-04 20:35:18, I keep going from laughing to crying about all these dependent ppl who want gov to control their lives so sad, I keep going from laughing to crying about all these dependent ppl who want gov to control their lives so sad,,rlgordon18_ruth,7168
358,"blessed, AHCA, preexistingconditions",2017-05-04 20:35:21, to be a white man right about now (or every day)  , to be a white man right about now (or every day)  ,,mrs_waddell,6802
359,"Obamacare, ACHA",2017-05-04 20:35:23,BREAKING: The GOP voted (217:213) to repeal the ACA. Meet the pre-existing conditions!   ,BREAKING: The GOP voted (217:213) to repeal the ACA. Meet the pre-existing conditions!   ,https://www.facebook.com/lizzwinstead/videos/1283563021693166/?hc_ref=PAGES_TIMELINE,LPJLeague,7175
360,"Obamacare, savemycare, resist",2017-05-04 20:35:32,"
217 reps should lose health care coverage ASAP! the constituents that were previously yours WILL remember

","
217 reps should lose health care coverage ASAP! the constituents that were previously yours WILL remember

",,omarvsavon,7018
361,,2017-05-04 20:35:32,The GOP really needs to take back the Senate in 2018. They can't get anything passed without a majority there. ,The GOP really needs to take back the Senate in 2018. They can't get anything passed without a majority there. ,https://twitter.com/leonardkl/status/860214264677773315,ThePantau,6867
362,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",2017-05-04 20:35:34,"@PeteOlson 






This (!)


","@PeteOlson 






This (!)


",https://twitter.com/i/web/status/860231450267930625,DeepStateAI,6746
363,,2017-05-04 20:35:35,"Afraid of losing healthcare? Feeling helpless? Donate $1 to the opponents of 24 vulnerable GOP reps who voted ""yes"" ","Afraid of losing healthcare? Feeling helpless? Donate $1 to the opponents of 24 vulnerable GOP reps who voted ""yes"" ",http://m.dailykos.com/story/2017/5/4/1658882/-Want-to-take-immediate-revenge-on-House-Republicans-who-voted-to-destroy-health-care-Here-s-how,cleff,6903
364,"Obamacare, AHCA",2017-05-04 20:35:39, disaster. time will tell if   is better., disaster. time will tell if   is better.,,trumporbust1,6649
365,,2017-05-04 20:35:38,"The Bloods &amp; Crips once squashed their beef, came together, &amp; made dope music...why can't the current Red &amp; Blue do… ","The Bloods &amp; Crips once squashed their beef, came together, &amp; made dope music...why can't the current Red &amp; Blue do… ",https://twitter.com/i/web/status/860231468055842816,erikvaldez,6932
366,DefeatAHCA,2017-05-04 20:35:45,My prayer is that all people who have been complacent about political action will be so no longer!  ,My prayer is that all people who have been complacent about political action will be so no longer!  ,https://twitter.com/MichaelSFine/status/860229976179724288,liberty_frees,7212
367,,2017-05-04 20:35:50,Prepare to kiss your offices goodbye. Which states have a recall system? ,Prepare to kiss your offices goodbye. Which states have a recall system? ,https://twitter.com/RVAwonk/status/860225726351634437,fdhbstephanie,6861
368,"AHCA, Obamacare",2017-05-04 20:35:53,"Things more dishonest than 


Iran Deal
Pretty much everything Obama did.

See how easy that was? ","Things more dishonest than 


Iran Deal
Pretty much everything Obama did.

See how easy that was? ",https://twitter.com/SimonMaloy/status/859916155942817792,kohljm,6708
369,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",2017-05-04 20:35:54,"@FoxNews @JessicaTarlov 






This (!)


","@FoxNews @JessicaTarlov 






This (!)


",https://twitter.com/i/web/status/860231534435069952,DeepStateAI,7170
370,,2017-05-04 20:35:57,"Congressional GOPers championed a horrible bill to soothe their fragile, loss-saddled, orange-skinned leader’s ego. ","Congressional GOPers championed a horrible bill to soothe their fragile, loss-saddled, orange-skinned leader’s ego. ",http://www.phillyvoice.com/house-republicans-submitted-their-worst-demons-healthcare-bill-vote/,BrianPHickey,7159
371,AHCA,2017-05-04 20:35:59,If Trump grabs her by the pussy then he is the pre-existing condition which means he should get no coverage. ,If Trump grabs her by the pussy then he is the pre-existing condition which means he should get no coverage. ,,thebridgebeat,7125
372,AHCA,2017-05-04 20:36:07,"Hardly a profile in courage @davereichert voted no on  because he's so weak, GOP leadership didn't think he'd survive yes vote.","Hardly a profile in courage @davereichert voted no on  because he's so weak, GOP leadership didn't think he'd survive yes vote.",,HutchinsMatt,6726
373,,2017-05-04 20:36:08,Agreed ,Agreed ,https://twitter.com/ashleyaputnam/status/860218654125940736,DJ_D1g1T,7090
374,AHCA,2017-05-04 20:36:09,You dumbass libtards can buy your own insurance plan and quit bitching. ,You dumbass libtards can buy your own insurance plan and quit bitching. ,,DukeNukemSez,7149
375,ahca,2017-05-04 20:36:12,the   has no CBO score. Wait till the Trump followers get a load of that. Why do you think the republicans outran that score?,the   has no CBO score. Wait till the Trump followers get a load of that. Why do you think the republicans outran that score?,,mr_bluetown,6856
376,,2017-05-04 20:36:12,House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol - TIME TO REPEAL &amp; REPLACE THEM!,House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol - TIME TO REPEAL &amp; REPLACE THEM!,http://www.huffingtonpost.com/entry/house-republicans-finally-pass-an-obamacare-repeal-and-replacement_us_590b5e1fe4b0e7021e956436?ncid=engmodushpmg00000004,Breezegrl,6827
377,,2017-05-04 20:36:15,"Retweeted The New York Times (@nytimes):

As House Republicans crossed 217 votes, Democrats heckled them with... ","Retweeted The New York Times (@nytimes):

As House Republicans crossed 217 votes, Democrats heckled them with... ",http://fb.me/1lCarpGd4,c_hauer,6842
378,,2017-05-04 20:36:20,"As per usual, sore losers try to place the race card. ","As per usual, sore losers try to place the race card. ",https://twitter.com/catduffy/status/860217618409680898,jbsrq,6895
379,,2017-05-04 20:36:20,"On the bright said, there's a lot of naked and grey tops so ⚰ ","On the bright said, there's a lot of naked and grey tops so ⚰ ",https://twitter.com/jonathanchait/status/860227365741395969,ceeny,6782
380,AHCA,2017-05-04 20:36:23,AHCA.... A Horrible Care Act? ,AHCA.... A Horrible Care Act? ,,shingen,7157
381,,2017-05-04 20:36:26,"I'd like to acknowledge and thank Republican representatives @BarbaraComstock, @HerreraBeutler, and @RosLehtinen for voting NO today.  ","I'd like to acknowledge and thank Republican representatives @BarbaraComstock, @HerreraBeutler, and @RosLehtinen for voting NO today.  ",https://twitter.com/i/web/status/860231666098290688,Fancy_Jackalope,6830
382,"Republicans, ACHA",2017-05-04 20:36:30," are so busy cheering about ""that black man's legacy"" being taken away, they don't even see their own house on fire. "," are so busy cheering about ""that black man's legacy"" being taken away, they don't even see their own house on fire. ",,kjduffey,6721
383,obamacare,2017-05-04 20:36:31,"If  would've been named anything different, 24 million people would still have health insurance.","If  would've been named anything different, 24 million people would still have health insurance.",,JoshKWill,6711
384,,2017-05-04 20:36:35,while republic*ns r rejoicing in carts of beer &amp; celebratory songs millions of americans will die in the coming yrs bc of lack of healthcare ,while republic*ns r rejoicing in carts of beer &amp; celebratory songs millions of americans will die in the coming yrs bc of lack of healthcare ,https://twitter.com/i/web/status/860231705256370176,mustardyeIIow,7025
385,,2017-05-04 20:36:38,lol. the kabuki theater continues. ,lol. the kabuki theater continues. ,https://twitter.com/leonardkl/status/860214264677773315,LilMissRightie,6969
386,AHCA,2017-05-04 20:36:39,"""Many people will die.""  ","""Many people will die.""  ",https://goo.gl/I3iB57,ThePerezHilton,6703
387,AHCA,2017-05-04 20:36:45,be losing their coverage BC of their condition. Not bc they don't work. Yes there are those who physically can NOT work that finally ,be losing their coverage BC of their condition. Not bc they don't work. Yes there are those who physically can NOT work that finally ,,BellaStar_88,7004
388,AHCA,2017-05-04 20:36:45,Economic anxiety is a pre-existing condition and not covered under ,Economic anxiety is a pre-existing condition and not covered under ,,N8tiveDreamr,6939
389,,2017-05-04 20:36:48,And will be intercepting it ,And will be intercepting it ,https://twitter.com/PalmerReport/status/860228753489891328,vjf6122,6990
390,,2017-05-04 20:36:51,"""House Democrats Wave &amp; Sing ""HEY HEY HEY GOODBYE"" To Republicans After Obamacare Repeal Vote""
 ","""House Democrats Wave &amp; Sing ""HEY HEY HEY GOODBYE"" To Republicans After Obamacare Repeal Vote""
 ",https://twitter.com/i/web/status/860231770624544769,ElectPiperFogle,6821
391,AHCA,2017-05-04 20:36:51,@AGSchneiderman @realDonaldTrump Happy to testify at  hearings; 8yr BC survivor -- only silver lining is residing in NY which mandated  coverage.,@AGSchneiderman @realDonaldTrump Happy to testify at  hearings; 8yr BC survivor -- only silver lining is residing in NY which mandated  coverage.,https://twitter.com/i/web/status/860231771262259200,socflyny,6767
392,,2017-05-04 20:36:53,Hold your applause... ,Hold your applause... ,https://twitter.com/rareliberty/status/860230533112098816,CroonerFriday,6778
393,,2017-05-04 20:36:53,@RepBrianHiggins &gt; @RepChrisCollins Your constituents are paying attention to whose interests you represent. ,@RepBrianHiggins &gt; @RepChrisCollins Your constituents are paying attention to whose interests you represent. ,https://twitter.com/RepBrianHiggins/status/860221006786506753,cathylanski,6698
394,"obamacare, trumpcare, gop, affordablecareact, ahca",2017-05-04 20:36:55,"Don't let the door hit you on the way out, congressmen.      ","Don't let the door hit you on the way out, congressmen.      ",https://imgflip.com/i/1ofrn7,joemoconnell,7070
395,SlowHands,2017-05-04 20:36:57," A tshirt about slowhands it is awesome  i already picked one ,just see if u like guys😎🤠  "," A tshirt about slowhands it is awesome  i already picked one ,just see if u like guys😎🤠  ",https://twitter.com/i/web/status/860231799141617664,mrkumar2725,7118
396,"Ryancare, AHCA, sucker",2017-05-04 20:36:58,"@superdudedoggie Surprise -   screws over those who get their insurance through work, too. ","@superdudedoggie Surprise -   screws over those who get their insurance through work, too. ",,TheRealOrchid,6876
397,Obamacare,2017-05-04 20:37:00,"Time for the Senate to do its job. 

Republican Obamacare replacement bill passes House ","Time for the Senate to do its job. 

Republican Obamacare replacement bill passes House ",http://cnb.cx/2p1VhDe,RyanGraham10,6790
398,"ahca, ad",2017-05-04 20:37:03,The latest The Rae Lewis-Thornton Daily!  Thanks to @ChicagoReporter @SRC_ChangeAgent @StopBullyingGov  ,The latest The Rae Lewis-Thornton Daily!  Thanks to @ChicagoReporter @SRC_ChangeAgent @StopBullyingGov  ,http://paper.li/raelt?edition_id=6d1be1e0-3109-11e7-85b9-0cc47a0d1609,raelt,6964
399,,2017-05-04 20:37:06,They campaigned on it &amp; won. What made you think they wouldn't do it? Obamacare failed to cure stupid...you're still whinging.. 👏🏻 ,They campaigned on it &amp; won. What made you think they wouldn't do it? Obamacare failed to cure stupid...you're still whinging.. 👏🏻 ,https://twitter.com/i/web/status/860231837062451247,dudoronomy,6816
400,,2017-05-04 20:37:10,"Many didn't read this bill with no CBO score &amp; there barely any debate. This bill cuts care for 24M, that wasn't part of the promise.  ","Many didn't read this bill with no CBO score &amp; there barely any debate. This bill cuts care for 24M, that wasn't part of the promise.  ",https://twitter.com/i/web/status/860231850798796801,AmolShalia,6674
401,,2017-05-04 20:37:12,Even @greta knows this is stupid. ,Even @greta knows this is stupid. ,https://twitter.com/TheMattWilstein/status/860219605976993793,adjshow,6892
402,,2017-05-04 20:37:18,alternately: the 20 ppl i will kindly usher out the door before i open a can of whoop-ass on the rest of the house republicans ,alternately: the 20 ppl i will kindly usher out the door before i open a can of whoop-ass on the rest of the house republicans ,https://twitter.com/i/web/status/860231883543728128,shutupjoani,7194
403,,2017-05-04 20:37:18,"Only one from Maryland? Good, at least I'll only have to work to get one representative thrown out next year. ","Only one from Maryland? Good, at least I'll only have to work to get one representative thrown out next year. ",https://twitter.com/pissedegg/status/860229035686625280,GunpowderTreasn,6904
404,,2017-05-04 20:37:20,"Why Democrats sang “hey, hey, hey, goodbye” after House Republicans voted to repeal Obamacare  via @voxdotcom","Why Democrats sang “hey, hey, hey, goodbye” after House Republicans voted to repeal Obamacare  via @voxdotcom",https://www.vox.com/policy-and-politics/2017/5/4/15547434/ahca-song-democrats-republicans?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=twitter,kathleea1,7027
405,,2017-05-04 20:37:22,And exempt themselves from the rules. Hoe can repub voters think that is ok??? ,And exempt themselves from the rules. Hoe can repub voters think that is ok??? ,https://twitter.com/AngryNatlPark/status/860211512023044096,jillbelasco,7185
406,"Obamacare, AHCA",2017-05-04 20:37:22,"@SenateMajLdr @SpeakerRyan Can't wait for the 2018 elections! Karma is a bitch ASSHATS!!!
      ","@SenateMajLdr @SpeakerRyan Can't wait for the 2018 elections! Karma is a bitch ASSHATS!!!
      ",https://twitter.com/i/web/status/860231904271925248,fergusoneddie,7187
407,Obamacare,2017-05-04 20:37:23,"And it's done, away with .
Now we dance n'groove like we just don't care! ","And it's done, away with .
Now we dance n'groove like we just don't care! ",,The_Big_Toe,6937
408,iamapreexistingcondition,2017-05-04 20:37:25, as a woman , as a woman ,https://twitter.com/action_oregon/status/860219330037809152,ShePersisted27,6991
409,AHCA,2017-05-04 20:37:26,This  crap is the worst prologue to a season of Leverage ever.,This  crap is the worst prologue to a season of Leverage ever.,,Wiswell,6673
410,"AHCA, Obamacare",2017-05-04 20:37:28,"Stop fascist regime &amp; House Republicans bf more hurt/killed, here or arnd world!


Health Care Act
 ","Stop fascist regime &amp; House Republicans bf more hurt/killed, here or arnd world!


Health Care Act
 ",https://twitter.com/i/web/status/860231927466536960,JasmineSonadora,6922
411,"AHCA, angrytweet",2017-05-04 20:37:29,"Thanks for taking away healthcare from millions Paul Ryan, you smug son of a bitch  ","Thanks for taking away healthcare from millions Paul Ryan, you smug son of a bitch  ",,TheMennoKnight,7028
412,"MayThe4thBeWithYou, AHCA, RepealAndReplace, Resist, TheResistence, ShowSupport",2017-05-04 20:37:31,"@MikeBloomberg 






This (!)


","@MikeBloomberg 






This (!)


",https://twitter.com/i/web/status/860231940875669504,DeepStateAI,7075
413,,2017-05-04 20:37:31,Remember when men took care of their women and children and didn't rely on gov to do it ,Remember when men took care of their women and children and didn't rely on gov to do it ,https://twitter.com/mydaughtersarmy/status/860216839519051776,rlgordon18_ruth,7007
414,"AHCA, columbia",2017-05-04 20:37:31," Opposition Rally today at repjoewilson's office in . His ""yes"" vote sealed his… "," Opposition Rally today at repjoewilson's office in . His ""yes"" vote sealed his… ",https://www.instagram.com/p/BTryDyrgsPo/,TechnicallyADoc,6854
415,AHCA,2017-05-04 20:37:35,"I never want to hear republicans say ""prolife"" ever again. ","I never want to hear republicans say ""prolife"" ever again. ",,PreetJ11,6837
416,,2017-05-04 20:37:35,This is so sad. So many people will lose coverage due pre-existing conditions. ,This is so sad. So many people will lose coverage due pre-existing conditions. ,https://twitter.com/abcpolitics/status/860197414677790720,joelsg14,7079
417,"AHCA, ACA, impeachTrump",2017-05-04 20:37:36,"Not one single person in this very white, very male photo will be affected if the  passes.     ","Not one single person in this very white, very male photo will be affected if the  passes.     ",https://twitter.com/i/web/status/860231958931963905,CathyFielding,7127
418,"HouseGOP, Obamacare, ahca",2017-05-04 20:37:37," pass bill to replace and repeal 
[AI based summary,in Messenger:
    "," pass bill to replace and repeal 
[AI based summary,in Messenger:
    ","http://m.me/331386067245064?ref=http://www.cnn.com/2017/05/04/politics/health-care-vote/index.html, https://twitter.com/i/web/status/860231964296531969",cruxfinder,7120
419,,2017-05-04 20:37:38,"While they were busy celebrating trying to take away healthcare to millions of people....this happened.

","While they were busy celebrating trying to take away healthcare to millions of people....this happened.

",http://www.politicususa.com/2017/05/04/trump-celebrating-senate-republicans-killed-house-health-care-bill.html,RC90028,6709
420,AHCA,2017-05-04 20:37:38,With  Republicans have become the party of Scary Clown Cars. Wait til you see how they add their tax schemes to the mix Sad+Bad ,With  Republicans have become the party of Scary Clown Cars. Wait til you see how they add their tax schemes to the mix Sad+Bad ,https://twitter.com/i/web/status/860231967861858305,PhilaHowieRose,7190
421,AHCA,2017-05-04 20:37:42,"Oh look. A bunch of old white guys, hating on women.
 ","Oh look. A bunch of old white guys, hating on women.
 ",https://twitter.com/Truthdig/status/860214487491633153,dlbvet,6720
422,,2017-05-04 20:37:46,Is this guy kneeling while DJT sits on the throne? LOL that's some serious American pride right there. ,Is this guy kneeling while DJT sits on the throne? LOL that's some serious American pride right there. ,https://twitter.com/replouiegohmert/status/860230441709821952,LizRabban,6913
423,Obamacare,2017-05-04 20:37:49,@SenSchumer how is  doing? You promised Americans that it was the greatest thing since sliced bread. Were is it now? Bankrupt!!!!! ,@SenSchumer how is  doing? You promised Americans that it was the greatest thing since sliced bread. Were is it now? Bankrupt!!!!! ,https://twitter.com/i/web/status/860232016360615936,JamesJhr42,6898
424,AHCA,2017-05-04 20:37:49,"We are deeply disappointed that @stevekingia
voted in favor of  and against protecting patients. ","We are deeply disappointed that @stevekingia
voted in favor of  and against protecting patients. ",,ALAIowa,6769
425,,2017-05-04 20:37:51,It's the real issue causing divide... racism takes a backseat ,It's the real issue causing divide... racism takes a backseat ,https://twitter.com/mikel_jollett/status/860198714668793856,SlimDuncan3,6933
426,AHCA,2017-05-04 20:37:55,"In spite of what our parents told us, the bad guys ALWAYS win. ","In spite of what our parents told us, the bad guys ALWAYS win. ",,KellyGirlonFire,6870
427,news,2017-05-04 20:38:05,"  Trump, House Republicans take health-care victory lap in Rose Garden ","  Trump, House Republicans take health-care victory lap in Rose Garden ","http://bit.ly/bossite, http://snip.ly/qxu2z",bosocial,7186
428,,2017-05-04 20:38:07,Add your name: Fuck House Republicans. They're heartless monsters who just passed a bill to kill tens of thousands of Americans.,Add your name: Fuck House Republicans. They're heartless monsters who just passed a bill to kill tens of thousands of Americans.,,TOPSTITCH95,6799
429,AHCA,2017-05-04 20:38:10,"""Fiscally responsible""? No. Good for the people? No. People want it? No. Good for gov.? No. So what remains but hate and selfishness? ","""Fiscally responsible""? No. Good for the people? No. People want it? No. Good for gov.? No. So what remains but hate and selfishness? ",,VulpesUpskirta,6760
430,"AHCA, DoTheRightThing",2017-05-04 20:38:12,Legit praying the Senate does the right thing in regards to this nonsense the republicans are trying to push through  ,Legit praying the Senate does the right thing in regards to this nonsense the republicans are trying to push through  ,,CutlerCoalition,7068
431,disabled,2017-05-04 20:38:20,"As the daughter of a retired special education teacher with  people in my life, this is extra fuel for my rage. ","As the daughter of a retired special education teacher with  people in my life, this is extra fuel for my rage. ",https://twitter.com/i/web/status/860232146849497088,DrADThrasher,6775
432,AHCA,2017-05-04 20:38:22,"Y is it that I have to spend so much time and beg @RepEdRoyce to vote NO on ? And yet, he still defied and voted YES. U r cruel &amp; cold.","Y is it that I have to spend so much time and beg @RepEdRoyce to vote NO on ? And yet, he still defied and voted YES. U r cruel &amp; cold.",,WorldOfChrissy,7108
433,AHCA,2017-05-04 20:38:23,"@KevinMKruse Fundraising spike following  vote via @actblue single page fundraiser for Democrats. 
 ","@KevinMKruse Fundraising spike following  vote via @actblue single page fundraiser for Democrats. 
 ",https://twitter.com/i/web/status/860232157612171266,xafferty,7164
434,,2017-05-04 20:38:25,It's Goh-time! ,It's Goh-time! ,https://twitter.com/replouiegohmert/status/860230441709821952,scottwongDC,6906
435,AHCA,2017-05-04 20:38:26,"@FoxNews @POTUS @POTUS on : ""The groups have all come together."" ","@FoxNews @POTUS @POTUS on : ""The groups have all come together."" ",,DandelionDollar,6850
436,AHCA,2017-05-04 20:38:27,"I see white people.
 ","I see white people.
 ",https://twitter.com/pbump/status/860224367673954305,BeachcomberNC,6687
437,"Obamacare, crybabylibs",2017-05-04 20:38:30,"If  would have been left ti implode, it would have been Bush's fault. ","If  would have been left ti implode, it would have been Bush's fault. ",,kacfoto17,6814
438,,2017-05-04 20:38:31,House Republicans pass an Obamacare repeal and replacement; Sad day for Americans!  via @HuffPostPol,House Republicans pass an Obamacare repeal and replacement; Sad day for Americans!  via @HuffPostPol,http://www.huffingtonpost.com/entry/house-republicans-finally-pass-an-obamacare-repeal-and-replacement_us_590b5e1fe4b0e7021e956436?ncid=engmodushpmg00000004,RitaTanos,6959
439,,2017-05-04 20:38:32,"Darrell Issa will be remembered for putting the AHCA over the top. Hopefully, one day he will be smart enough to regret it
  ","Darrell Issa will be remembered for putting the AHCA over the top. Hopefully, one day he will be smart enough to regret it
  ",https://twitter.com/i/web/status/860232196233277440,protestcards,6889
440,"AHCA, trumpfail, Trump",2017-05-04 20:38:39,"Well trump voters, if this isn't proof he doesn't care about u &amp; never did idk what is    ","Well trump voters, if this isn't proof he doesn't care about u &amp; never did idk what is    ",,FlipNoir,6647
441,"mysoginy, AHCA, TheResistance, notnormal",2017-05-04 20:38:47," Women are penalized. Pre-existing, rape, ovarian cancer, and men not. Testicular cancer covered.   "," Women are penalized. Pre-existing, rape, ovarian cancer, and men not. Testicular cancer covered.   ",,jennmhunter,7033
442,ObamaCare,2017-05-04 20:38:56,"Not only did @RepublicanCowards @RepKinzinger &amp; @PeterRoskam vote against , they were afraid to tell their constituents beforehand ","Not only did @RepublicanCowards @RepKinzinger &amp; @PeterRoskam vote against , they were afraid to tell their constituents beforehand ",https://twitter.com/i/web/status/860232297093746688,PoliticalOz,6948
443,AHCA,2017-05-04 20:38:59,Spineless Mayonnaise Turds Celebrate Victory Over Michelob Lites &amp; Hair Plug Procedures (covered by ) ,Spineless Mayonnaise Turds Celebrate Victory Over Michelob Lites &amp; Hair Plug Procedures (covered by ) ,,grinandberit,6739
444,AHCA,2017-05-04 20:39:04," I am so saddened by this news 😢Are they trying to eradicate the poor and the low income people, because that's whats going to happen 🤔"," I am so saddened by this news 😢Are they trying to eradicate the poor and the low income people, because that's whats going to happen 🤔",,Peace2yaa,7089
445,,2017-05-04 20:39:04,The cognitive dissonance is astounding. ,The cognitive dissonance is astounding. ,https://twitter.com/FullerOnAir/status/860228845802315776,Carter_Quinn,7010
446,,2017-05-04 20:39:10,"The President and the Future Speaker, together at last ","The President and the Future Speaker, together at last ",https://twitter.com/replouiegohmert/status/860230441709821952,LousyPundit,6941
447,"mentalhealthmonth, crush, AHCA",2017-05-04 20:39:14,My   is Rep. Joe Kennedy. Calling it like it is 💚  The GOP Republicans ,My   is Rep. Joe Kennedy. Calling it like it is 💚  The GOP Republicans ,https://twitter.com/Sojourners/status/860157559935832073,citizen_spatzi,6872
448,AHCA,2017-05-04 20:39:16,I'm just sitting here thinking about all the people that could die because of this 😢  ,I'm just sitting here thinking about all the people that could die because of this 😢  ,,bunnie1129,7034
449,AHCA,2017-05-04 18:31:53,Make a list of the vulnerable Republican  voters and repeat them to yourself like Arya Stark until 2018.,Make a list of the vulnerable Republican  voters and repeat them to yourself like Arya Stark until 2018.,,whithonea,6789
450,"ResistTrumpCare, RESISTANCE",2017-05-04 20:39:20,"Remember them, one and all, come election time.   ","Remember them, one and all, come election time.   ",https://twitter.com/shannonrwatts/status/860216330120814592,msnortonela,7036
451,"Obamacare, Oakland",2017-05-04 20:39:23,House GOP Bill To Replace Obamacare Based On A Lie According To CNN’s Bash   ,House GOP Bill To Replace Obamacare Based On A Lie According To CNN’s Bash   ,http://ift.tt/2pEroaQ,OaklandNews2,7140
452,"resist, remove, MayTheFourthBeWithYou",2017-05-04 20:39:25,"forget 
we need to  House Republicans

screw The GOP","forget 
we need to  House Republicans

screw The GOP",,88weighted,6950
453,AHCA,2017-05-04 20:39:26,"Who's running against @RepSamGraves next? I've got some money I'd like to donate, thanks to his vote for the reprehensible ","Who's running against @RepSamGraves next? I've got some money I'd like to donate, thanks to his vote for the reprehensible ",,gillMOca,7081
454,"Obamacare, ENEWSCHAT",2017-05-04 20:39:29,Over to you senate as the first step in repealing  becomes a reality under Trump  ,Over to you senate as the first step in repealing  becomes a reality under Trump  ,,IrishandChin,7038
455,,2017-05-04 20:39:32,This fucker is going to love the gulag. ,This fucker is going to love the gulag. ,https://twitter.com/SpeakerRyan/status/860197071114162177,taintedbill,6736
456,,2017-05-04 20:39:35,"House Republicans: Healthcare for me, none for thee.
A huge middle finger to Americans from coast to coast and from south to north!","House Republicans: Healthcare for me, none for thee.
A huge middle finger to Americans from coast to coast and from south to north!",,JustinThyme_HP,6840
457,"AHCA, Obamacare",2017-05-04 20:39:36,Check out this thread.   ,Check out this thread.   ,https://twitter.com/SenSherrodBrown/status/860121515018379264,NicoleJButler,6992
458,,2017-05-04 20:39:36,@cnn @MSNBC @maddow @FoxNews @cbs @PBS @ABC @npr @nytpolitics @nytimes @NBCNews @cspan @WSJ do your jobs. ,@cnn @MSNBC @maddow @FoxNews @cbs @PBS @ABC @npr @nytpolitics @nytimes @NBCNews @cspan @WSJ do your jobs. ,https://twitter.com/peterdaou/status/860077272631570432,redhardino,6924
459,AHCA,2017-05-04 20:39:39,"What if Senate passes a different version of ? GOP can say they ""repealed Obamacare"" but no bill goes to POTUS, avoiding backlash.","What if Senate passes a different version of ? GOP can say they ""repealed Obamacare"" but no bill goes to POTUS, avoiding backlash.",,TruthTeamOne,7150
460,"ACA, Obamacare, Travesty, America, GOPsucks, GOPfail, EpicFAIL, VoteThemOut, VoteBLUE",2017-05-04 20:39:40,The GOP's killing of  aka  is a F******  &amp; disgrace to !     ,The GOP's killing of  aka  is a F******  &amp; disgrace to !     ,,SpencerKarter,6728
461,Obamacare,2017-05-04 20:39:42,"America you better start preparing your own caskets, because now you know @Donuldethan2 don't give shyt about you all.         ","America you better start preparing your own caskets, because now you know @Donuldethan2 don't give shyt about you all.         ",,xtinah3,7043
462,,2017-05-04 20:39:44,People like you let Bill Clinton stay in the White House despite his despicable deeds. You set a new standard for .  Live with it. ,People like you let Bill Clinton stay in the White House despite his despicable deeds. You set a new standard for .  Live with it. ,https://twitter.com/i/web/status/860232497145171968,USA_FortyFive,7193
