ID,#ofRts,HashTags,TweetText,Output,URL,User,Randomize
1060,0,"Eurovision, NoEurovisionFor, Ukraine","  is over, but  10 thousand civilians killed by 's army, Ukrainian journalist Buzina, Odessa fire victims","  is over, but  10 thousand civilians killed by 's army, Ukrainian journalist Buzina, Odessa fire victims",,besthealthyou,
987,36,"Hamas, PLO","  FAKE ""casualty tactics"" caught on video - in detail!
Watch it - &amp; never believe them again!
 
","  FAKE ""casualty tactics"" caught on video - in detail!
Watch it - &amp; never believe them again!
 
",https://goo.gl/VRMLBA,Trippn21,
939,0,"Eurovision, Eurovision",  Days till Payday best app for salary reminder  ,  Days till Payday best app for salary reminder  ,http://goo.gl/1IJGOG,BatSmasherGame,
749,1,"Gamedev, Pixelart, Indiegame, Esc2017, Eurovision",     The Moto X4 reveals its name and specifications in new leaks… ,     The Moto X4 reveals its name and specifications in new leaks… ,,IndieGameDevBot,
312,0,"Gamedev, Pixelart, Indiegame, Esc2017, Eurovision",     The Moto X4 reveals its name and specifications in new leaks  ,     The Moto X4 reveals its name and specifications in new leaks  ,https://twitter.com/i/web/status/863607385994256384,melefezu,
321,0,Eurovision,"  
8X8 EXTRA LARGE SIZE DOUBLE BED NYLON MOSQUITO NET FEET(96""X96"") WASHABLE  
 
 599
 
   v152676 ","  
8X8 EXTRA LARGE SIZE DOUBLE BED NYLON MOSQUITO NET FEET(96""X96"") WASHABLE  
 
 599
 
   v152676 ",https://twitter.com/i/web/status/863607391371362304,trade2promoter2,
28,0,Eurovision,"  
8X6 (96""X72"") FEET KING SIZE Normal quality DOUBLE BED NYLON MOSQUITO NET  
 
 185
 
   v152653 ","  
8X6 (96""X72"") FEET KING SIZE Normal quality DOUBLE BED NYLON MOSQUITO NET  
 
 185
 
   v152653 ",https://twitter.com/i/web/status/863606761592369153,trade2promoter2,
81,174,"12stig, Eurovision"," 
Trying to understand the  voting system be like "," 
Trying to understand the  voting system be like ",,GuyCLJohnston,
545,242,Eurovision," 
🔁 Chicken Little
❤️ Manel Navarro "," 
🔁 Chicken Little
❤️ Manel Navarro ",,Zero_Gamer10,
467,1,Eurovision," 
@eliistender10 I think that you'll find this is the best  entry from the British Isles"," 
@eliistender10 I think that you'll find this is the best  entry from the British Isles",https://youtu.be/kd_-Bjt30PU,Maryana29983592,
778,0,"SaveAhok, Indonesia, IndonesiaBerkabung, TapTakeover, escita, eurovision, いつ呼ばれるクポ, 1000lilin"," 
 
 
 
 
 
 
 
 
FOR AHOK FROM TAPUT "," 
 
 
 
 
 
 
 
 
FOR AHOK FROM TAPUT ",https://twitter.com/i/web/status/863608597032206336,RikkyHutabarat,
1316,3577,Eurovision,"
friend: dont be overdramatic

me: ","
friend: dont be overdramatic

me: ",,antoinettesuoh,
1078,0,"Eurovision, zacbrownbandlive","
After a storm always comes the calm.
 ","
After a storm always comes the calm.
 ",http://ca.seanfollowers.ml/there,uvedanozohidam,
37,0,"OkMeriMaa, MothersDay, Eurovision, MothersDay2017","
 
 
 
Which God has the selfishness in giving birth and death?

 ","
 
 
 
Which God has the selfishness in giving birth and death?

 ",https://twitter.com/i/web/status/863606787794141185,rakesh19821,
