1987,,"At least 3 officers hurt in Colorado Springs shooting , police say :",colorado springs,,['gop'],"house,gop",88weighted,Colorado Springs
2042,,"At least 3 officers hurt in Colorado Springs shooting , police say :",colorado springs,,['gop'],"house,gop",88weighted,Colorado Springs
433,menschhausensyndrome,At least 12 people wounded in shooting at Mothers ' Day Parade in New Orleans,"mothers ' day parade,new orleans",,[],,Terra_Nulius,"Mothers ' Day Parade,New Orleans"
60,"TrumpRussia, LoserPOTUS","At Least 12 Dead , 20 Reportedly Wounded in San Bernardino Shooting …",san bernardino,,[],,BillSchultzeJr,San Bernardino
590,AHCA,"At #45 #1989 a #8 hit in November , the Stone Roses w/Fool 's Gold ...","the stone roses,w/fool 's gold",jason blossom,['jason blossom'],jason blossom,AndrewAulthouse,"the Stone Roses,s Gold"
326,,ASOS Crop Top In Rib With V Neck And Monday Blues ... #MusteredLady #StyleWeLike | #Scandal,asos crop top in rib with v neck and monday blues,,[],,KnowYourObama,"V Neck,Monday Blues"
1387,,Ask your self if what you are doing today is getting you closer to what you want to be tomorrow,,,['gop'],"house,gop",88weighted,
2738,,"Asian #toluene prices may continue to rally to Sep , driven by firm need for #gasoline blending in Asia despite weaker #benzene demand .",,,['gop'],"house,gop",88weighted,Asia
1516,,As from today 1/6 we start our summer opening hours . The summer schedule will be till 31st of August and our ...,,,['gop'],"house,gop",88weighted,
2867,,"Arthur Ray Bruton , 80 , of Spicewood died June 20 , 2015","arthur ray bruton,spicewood",,['gop'],"house,gop",88weighted,"Arthur Ray Bruton,Spicewood"
782,"AHCA, midterms2018",Arsenal 's Mesut Ozil revels in ' strongest ever season ' after 12th Premier League assist ... https://t.co/1p4kfgXkaj #AFC,"arsenal,mesut ozil,premier league",,[],,turtledoveictus,"Arsenal,Premier League"
2679,,around on my docs since december,,,['gop'],"house,gop",88weighted,
1499,,"Arlington Heights -- Shooting at Santa Monica College : At Least 3 Injured , 1 in Custody in Library : Three peop ...","arlington heights,santa monica college",,['gop'],"house,gop",88weighted,"Arlington Heights,Santa Monica College,Library"
3684,,Aptos CA - Chemistry Tutoring/Teaching - I have a daughter in 10th grade and she has been needing help with he ... https://t.co/ze4kLvSZF5,"aptos,ca",,['gop'],"house,gop",88weighted,
2533,,April 18th : 60th year anniversary of Albert Einstein 's death . NY Times article :,"albert einstein,ny times",,['gop'],"house,gop",88weighted,Albert Einstein
402,"hardball, inners","April 05 , 2015 at 11:50 AMp",,carter page,['carter page'],,wildweezle,
1222,,"April 03 , 2015 at 07:32 PM",,,['gop'],"house,gop",88weighted,
1978,,"April 02 , 2015 at 01:25 AM #if9",,,['gop'],"house,gop",88weighted,
2471,,Appreciate your recent Retweets @CARLOSDAMATA3 @AnthosTweets @smilingbluedog have a great Saturday :),,,['gop'],"house,gop",88weighted,
3733,,Apple TV 3rd Generation RevA A1469 Digital HD Media Streamer https://t.co/yeaBJQzRCr https://t.co/5do7v0fCvL,apple tv 3rd generation reva a1469 digital hd media streamer,,['gop'],"house,gop",88weighted,Apple TV 3rd Generation RevA A1469 Digital
3260,,Apple TV ( 3rd Generation ) Digital HD Media Streamer ( Latest Model ) #Job,apple tv ( 3rd generation ) digital hd media streamer,,['gop'],"house,gop",88weighted,"Apple TV,Digital HD Media Streamer"
2377,,"Apple TV ( 2nd Generation ) Jailbroken , fully loaded with extras ! #Rachel",apple tv ( 2nd generation ),,['gop'],"house,gop",88weighted,"Apple TV,Jailbroken"
1546,,Apple removes malicious Chinese developed apps after security breach . China is not our friend .,"apple,china",,['gop'],"house,gop",88weighted,"Apple,China"
11,,"Apple MacBook Pro A1278 13.3 "" Laptop - MD101LL/A ( June , 2012 ) - Full read by eBay","apple macbook pro a1278 13.3 "" laptop - md101ll/a,ebay","trump,carter page",['carter page'],carter page,Bennythesnitch,
3580,,Apple iPod Touch 4th Generation White ( 8 GB ) - Bid Now ! Only $ 41.0,apple ipod touch 4th generation white ( 8 gb ),,['gop'],"house,gop",88weighted,Touch 4th Generation White
315,,Apple iPod Touch 4th Generation 64GB - Full read by eBay,apple ipod touch 4th generation 64gb,"imagine,hillary",['putin'],"hillary,putin",colin_havens,Touch 4th Generation 64GB
276,,Apple Ipod Touch 4th Generation 16GB Black - Full read by eBay,apple ipod touch 4th generation 16gb black,"fbi,trump",['fbi'],"fbi,trump",4free_Ukraine,Ipod Touch 4th Generation 16GB Black
1103,,Apple iPod touch 3rd Generation Black ( 64 GB ) Works Great - Full read by eBay,apple ipod touch 3rd generation black ( 64 gb ),,['gop'],"house,gop",88weighted,"Apple iPod,touch 3rd Generation Black"
1205,,Apple iPod nano 5th Generation / LOADED WITH 122 SONGS,apple ipod nano 5th generation,,['gop'],"house,gop",88weighted,
1837,,Apple Ipod A1238 160GB 6th Gen with good battery - Full read by eBay,"apple ipod a1238 160gb 6th gen,ebay",,['gop'],"house,gop",88weighted,Ipod
1877,,"Apple iPad mini 1st Generation 16GB , Wi-Fi , 7.9 in - White &amp; Silver - Bid Now ! Only $ 105.5 https://t.co/C2RQfAYiDb https://t.co/1eW2EVXYkW",apple ipad mini 1st generation 16gb,,['gop'],"house,gop",88weighted,"Apple iPad,Wi-Fi,White &amp; Silver"
3577,,"Apple Hospitality REIT , Inc . ( APLE ) Ex-Dividend Date Scheduled for August 27 , 2015 #Apple #rumors #news #iDevices","apple hospitality reit , inc .",,['gop'],"house,gop",88weighted,
1019,,Apple 's Security Breach Sheds Light On Upcoming Cyber Talks With China : Apple is in recon mode after a securit ...,"apple,china,apple",,['gop'],"house,gop",88weighted,China
186,,apparently there 's only 30 days in november ... someone remind me to pay my rent tomorrow,,"russia,trump","['us', 'russia oil', 'ceo', 'trump adviser', 'russia oil offered trump adviser he felt deal to get us sanctions']","russia,trump,us",JC12Tx,
1145,,apparently snow isn't gunna be here this November)- :,,,['gop'],"house,gop",88weighted,
2930,,Apparently my smash sound track might have came in but they didn't knock at the door so my dad is getting it tomorrow or it 's phone Who know,,,['gop'],"house,gop",88weighted,
338,"carterpage, traitortrump, Trumprussia","Apparently , our Friday night relax game is The Sims 3 tonight . Lol . https://t.co/qTOZRJeS56",the sims 3,,"['fbi', 'director comey']","fbi,comey",pqpolitics,The Sims 3
2297,,Anyone got a calculator I can use for my maths exam tomorrow ??,,,['gop'],"house,gop",88weighted,
1602,,anyone going to have a table at Sneakercon in july that I can get in on ? Only have a few pairs but hate standing all day lol,sneakercon,,['gop'],"house,gop",88weighted,Sneakercon
1336,,"Antonio Gates , Ladarius Green sit out practice Thursday , fantasy situation unknown https://t.co/6M0muLgkZ6","antonio gates,ladarius green",,['gop'],"house,gop",88weighted,"Antonio Gates,Ladarius Green"
702,"Obamacare, FACT","Another school shooting in US ?? :( "" @CNN : Police are responding to a reported school shooting at Marysville Pilchuck High School in WA ""","marysville pilchuck high school,wa",paid higher premiums,[],,MargaretClancy,"Marysville Pilchuck High School,WA"
293,,Another school shooting in Marysville . What the hell is wrong with people,marysville,"russian agent,carter page,mike flynn,trump","['carter page', 'mike flynn']",mike,cpv820_valente,Marysville
1540,,Another random shooting / act of violence . #santamonica tragic and senseless . Assault weapons must be banned,#santamonica,,['gop'],"house,gop",88weighted,
1386,,"Another morning , another mass shooting . This time the #DCNavyYard . Es un loco mundo ! …",#dcnavyyard,,['gop'],"house,gop",88weighted,
3048,,Another mass shooting in New Orleans . Whats going on,new orleans,,['gop'],"house,gop",88weighted,New Orleans
1225,,"Another mass shooting . This time in Santa Monica , California . Jesse 's dad was right . This is the other Newtown waiting to happen .","santa monica,california,jesse,newtown",,['gop'],"house,gop",88weighted,"Santa Monica,California,Jesse"
268,,"Another hour ! It 's September 11 , 2015 at 05:46 PM KeatonMW3",,carter page,[],carter page,nobs7401,
1785,,Another gun free zone ! San Bernardino Shooting : What Is the Inland Regional Center ? via @nbcnews,"san bernardino,inland regional center",,['gop'],"house,gop",88weighted,"San Bernardino,Inland Regional Center"
3255,,Another good turn out at our juniors #getintogolf session at 11.00 - 12.00 on a Saturday morning @SouthStaffsGCA,,,['gop'],"house,gop",88weighted,
1285,,Another Fort Hood shooting what the fuck man,fort hood,,['gop'],"house,gop",88weighted,Fort Hood
1560,,"Another day ! It 's April 12 , 2015 at 10:01 AM",,,['gop'],"house,gop",88weighted,
2997,,"another boring Saturday on my own , yip yip xoxox",,,['gop'],"house,gop",88weighted,
2192,,"Anonymous T1m35 : CIA Email Hackers Return With Major Law Enforcement Breach | … … , see more","anonymous,cia",,['gop'],"house,gop",88weighted,Major Law Enforcement Breach
153,AllColluded,Anonymous said : i'm a 1st year &amp; my program only has 1 first year course comn 1000 which I found difficult ...,,"carter page,russian","['trump & co.', 'fbi']","carter page,trump &amp; co.,fbi",Aneetchkoo,Anonymous
2361,,"Anonymous hacktivists will breach US government , FBI warns … by @techwriterjim & @josephmenn","anonymous,us,fbi",,['gop'],"house,gop",88weighted,"Anonymous,FBI"
896,GOPHealthCare,Anonymous Claims Breach of UN Climate Change Webcasting Site #COP21 https://ent.siteintelgroup.com/Dark-Web-and-Cyber-Security/anonymous-claims-breach-of-un-climate-change-webcasting-site.html …,"anonymous,un",,[],,DrSueDVM,Anonymous
1395,,Annual pancake breakfast at fire station slated for October 3 #menlopark,,,['gop'],"house,gop",88weighted,
3334,,anna sun // walk the moon,anna sun,,['gop'],"house,gop",88weighted,
481,,animal finger family lyrics . Time Post : Fri Jan 08 13:59 : 25 ICT 2016 Link : https://t.co/H0CSyoV6AB https://t.co/H0CSyoV6AB,,page,[],page,JamesMS24,
789,,"Ang hirap jan , pag merong nagtanong sa kanila na , "" Kilala nyo ba si Gen . Gregorio del Pilar ?"", ang isasagot nila , "" Opo ! Si Paolo Avelino !""",,,['senate'],,ojapa,"Kilala,Gregorio del Pilar,Paolo Avelino"
2402,,Ang gra nmn nun ang public jun1 pasukan e ang private sa 15 pa bat sa jil jun 1 ??? Nohhhh,,,['gop'],"house,gop",88weighted,
2450,,Andreas Lubitz : Everything we know on Saturday about Germanwings plane crash co-pilot ^Te,"andreas lubitz,germanwings",,['gop'],"house,gop",88weighted,"Andreas Lubitz,Germanwings"
2362,,and we in 1st https://t.co/BadNpCJyuR,,,['gop'],"house,gop",88weighted,
252,,"And in other news , more senseless shootings . #ChattanoogaShooting",,,[],,JeanneWoods18,
580,,"and i just have 2 page-notes for the entire 3rd quarter in social studies , what a shit",,house republicans,['senate'],"house,senate,house",RobertHoustonII,
2839,,And as if by magic the sun comes out !,,,['gop'],"house,gop",88weighted,
3084,,"And apparently there was ANOTHER shooting on Graham Ave , near where Big Snow used to be . #stopthemadness #crazyshit #shooting #Brooklyn","graham ave,big snow",,['gop'],"house,gop",88weighted,Graham Ave
2225,,AN OCTOBER COMEBACK ?!? YASSSS GOD YASSSSSSSSSSSSSSS https://t.co/BvRIaTMrji,,,['gop'],"house,gop",88weighted,
635,"AHCA, ThankyouTrump","An Hour Before The San Bernardino Shooting , Trump Was With Radio Host Who Says Sandy ... … pic.twitter.com/cBfaHznxGU","san bernardino,trump",,[],,Elohim_Gadol,"San Bernardino,Trump,Radio Host Who Says Sandy"
2986,,An anxious coworker may step over the line today . Rather than ... More for Virgo,virgo,,['gop'],"house,gop",88weighted,Virgo
379,,"Amex breach by Anonymous impacts 77,000 Cal cardholders …","amex,anonymous",,[],,sametownblues,"Amex,Anonymous,Cal"
3572,,American Universities Begin to Implode ... Why the worst may be yet to come https://t.co/2UuLODOrBu,,,['gop'],"house,gop",88weighted,Implode
3459,,"Amazon Kindle Fire 1st Generation 8GB , Wi-Fi , 7in - Black - Full read by eBay",amazon kindle fire 1st generation 8gb,,['gop'],"house,gop",88weighted,"Kindle Fire 1st Generation 8GB,Wi-Fi,Black"
3348,,"Although you may think you're at a turning point today , it 's r ... More for Aries",aries,,['gop'],"house,gop",88weighted,
3179,,"Although you may be talking a mile a minute today , you still m ... More for Cancer",cancer,,['gop'],"house,gop",88weighted,
1320,,Als ik u nu niet hoor hoef ik u 1 september ook niet te horen of zien,,,['gop'],"house,gop",88weighted,
391,,All the info for tomorrow is also up on @eventboxdotfm &gt; &gt; &gt; &gt;,,carter page,['carter page'],,3drummers,
931,,alienvault : #Hacked Uber Accounts Charge Users for Trips in #China : #data #breach #infose… pic.twitter.com/NN1E2L9bi5,"uber,#china",,[],,mustardyeIIow,Uber Accounts Charge
2403,,"Alcohol may be man 's woust enemy , but xhe bible says love your enemy .",,,['gop'],"house,gop",88weighted,
1963,,Alabama happened https://t.co/FmHRaD7USF,alabama,,['gop'],"house,gop",88weighted,Alabama
1243,,"Aku gak minta kamu pilih kok beb , cuma pengin kamu disiplin dan tanggung jawab aja .........."" https://t.co/NzElDTDGiK",,,['gop'],"house,gop",88weighted,
1941,,Ahok Buka Pendaftaran KJP pada 24 Agustus-25 September di Sekolah : Tidak semua siswa kurang mampu di Ibu Kota ...,,,['gop'],"house,gop",88weighted,Buka Pendaftaran
158,,"Aha 1160465 November 24 , 2015 at 06:22 AM",,,[],,ekcj1234,
1759,,Aga aga bruhang bruha na agad ako . 5thflr ba naman tong 1st subject ko eh .,,,['gop'],"house,gop",88weighted,
3062,,"After the San Bernardino Shooting , Three Approaches to Gun Violence … via @joshuarothman",san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
2631,,Adventist Church in Britain releases statement regarding child cruelty case : Adventist News Network,adventist news network,,['gop'],"house,gop",88weighted,"Britain,Adventist News Network"
2754,,"Adulting has been so difficult today , but tomorrow is Thursday 's and Tomorrows are always better .",,,['gop'],"house,gop",88weighted,Tomorrows
618,,Admissions appeals process for athletic recruits may change,,house republicans,[],"house,obamacare",SocialLifeMiami,
3748,,Add video interstitial ads to your Windows Store apps : This past August we announced the Microsoft Universal A ... https://t.co/BtMHiba7gB,,,['gop'],"house,gop",88weighted,"Windows Store,Microsoft Universal"
1630,,Actually me https://t.co/8RghvyoXCV,,,['gop'],"house,gop",88weighted,
3014,,According to the media only 3 dead people and 20 wounded people found on the San Bernardino shooting .,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
203,,Abusadong mga tao . May work din po ako . Di po ako utusan para bumili ng gamit nyo . Doctor po ako . Buti nga tumulong ako last time .,,the warriors,[],,FrankChow,
1580,,About to get me &amp; Sa'Miyah together for work &amp; daycare tomorrow then we out,,,['gop'],"house,gop",88weighted,
3595,,"About time - Snapchat finally apologizes for security breach , releases fix via @mashable",snapchat,,['gop'],"house,gop",88weighted,
2051,,"Aaron Alexis , 34 , is dead gunman in Navy Yard shooting , authorities say - The Washington Post …","aaron alexis,navy yard,the washington post",,['gop'],"house,gop",88weighted,"Aaron Alexis,Navy Yard,The Washington Post"
139,,A2 : I went to London in April and it wasn't too costly . I used @expedia to look for best hotel deals . #expediachat,london,,[],yawn,CharlieFGordon1,London
1035,,A Supernatural Encounter with God ! OVER THE SEA AND OVER THE SUN by Carol Warden https://t.co/8DdxbGnoEj @Warden203Carol,"god,over the sea and over the sun,carol warden",,['gop'],"house,gop",88weighted,"God,SEA AND OVER THE SUN,Carol Warden"
2912,,A shooting in new orleans ? My lord . #prayforneworleans,new orleans,,['gop'],"house,gop",88weighted,
1926,,A scary Cubs team just became terrifying : Saturday 's Say Hey includes the Cubs getting even better with anothe ... https://t.co/4v9B4xV645,"cubs,cubs",,['gop'],"house,gop",88weighted,Cubs
657,AHCA,A recent visit to a familiar childhood haunt may have stirred ... More for Pisces,,wv,"['senate', 'wv']",senate,BlakeHumphrey_,
1164,,A recent experience may have created unexpected ripples in you ... More for Gemini,gemini,,['gop'],"house,gop",88weighted,Gemini
3234,,A new indiegogo project : Tue Jun 16 ' 15 Announcement from My College Fund #crowdfunding,indiegogo,,['gop'],"house,gop",88weighted,College Fund
1792,,"A Mozart Festival ( CD , Oct-1994 , 4 Discs , Classical Heritage )","a mozart festival,classical heritage",,['gop'],"house,gop",88weighted,"Mozart Festival,Oct-1994,Classical Heritage"
827,"AZ, GOP, ACA",A matter of concern for US CNN : Chattanooga shooting : 4 killed,"us,cnn,chattanooga",andy biggs,"['andy biggs', 'congressional  house']","andy biggs,congressional house",SusanHowardSXSW,Chattanooga
838,"aca, ahca, obamacare, whitesupremacy, institutionalracism",A Love Supreme : 4th Movement - Psalm - In John Coltrane 's words https://t.co/R0LkNMyA82 ( 1964 ),"a love supreme : 4th movement,psalm,john coltrane",,[],,KidCano,John Coltrane
846,AHCA,A gun needs a person to function . Stop blaming an inanimate object and blame the person ! #MarysvilleShooting,,,['senate'],senate,maraleia,
414,,A good saturday laugh !,,"carter page,russia","['carter page', 'russia']",carter page,Miller_Hyatt,
2266,,A detailed article on the #NavyYardShooting that happened today . So sad ! …,,,['gop'],"house,gop",88weighted,
1706,,A decision today changes tomorrow forever . - John Di Lemme,,,['gop'],"house,gop",88weighted,John Di Lemme
3137,,"A check of the KSPR Early Warning Doppler Radar December 14 , 2015 at 10:47 AM https://t.co/CmhBR1vwJV",kspr,,['gop'],"house,gop",88weighted,
2243,,A #FourthTeenager was arrested over #TalkTalk data breach view more at,#talktalk,,['gop'],"house,gop",88weighted,
114,,"9 killed in biker shooting in Waco , Texas . via @CNN","waco,texas","spicer,carter page",['carter page'],"spicer,carter page...",RockShrimp,"Waco,Texas"
3101,,"9 killed in biker gang shootout in Waco , Tex . Where are CNN commentators to condemn this shooting as "" uncalled for ""? pic.twitter.com/sCOUGq5IWX","waco,tex .,cnn",,['gop'],"house,gop",88weighted,"Waco,Tex"
2144,,9 Injured In Shooting On New Orleans’s Famous Bourbon Street,"new,bourbon street",,['gop'],"house,gop",88weighted,
724,,9 Injured in Shooting in Brooklyn - - #nyregion,brooklyn,,[],,UrbanMilkmaid,Brooklyn
6,,9 injured in Minneapolis nightclub shooting ; Vikings player among victims :,minneapolis,carter page,['carter page'],,cjpfeiff,"Minneapolis,Vikings"
868,AHCA,9 dead after argument between rival biker gangs ends in shootout …,,,[],,Archmom1,
3216,,9 days till @zaynmalik 's 23rd birthday,,,['gop'],"house,gop",88weighted,
3356,,"800,000 Customers ' detail stolen in Data Breach at French Telecom ' Orange ' … #Security",french telecom ' orange ',,['gop'],"house,gop",88weighted,"Data Breach,French Telecom ' Orange"
2107,,"800,000 Customers ' detail stolen in Data Breach at French Telecom ' Orange ' - The Hacker News …",french telecom ' orange,,['gop'],"house,gop",88weighted,"Data Breach,French Telecom ' Orange"
2917,,7 people injured in Indianapolis shooting ( from @AP) . …,indianapolis,,['gop'],"house,gop",88weighted,Indianapolis
1822,,7 people injured in Indianapolis shooting : Seven people were shot and injured on early Saturday morning in an ...,indianapolis,,['gop'],"house,gop",88weighted,Indianapolis
1856,,"7 MINT ISSUES CHICAGO WGN BOZO THE CLOWN ON TV GUIDE COVER JULY 7 - 10 , 2001",chicago wgn bozo the clown on tv guide cover,,['gop'],"house,gop",88weighted,CHICAGO
2429,,"7 best #Clickbank ( Social Media Marketing ) products to promote , November 2015 https://t.co/OsRelfUjxq #affiliatemarketing",#clickbank,,['gop'],"house,gop",88weighted,Social Media
146,"inners, maddow, lastword, TrumpRussia, Russiagate",6th place today https://t.co/4ng4004mqd,,carter page,"['carter page', 'fbi']","fbi counterintelligence obtained fisa,carter page",deck449,
1009,,"650,000 Affected by JD Wetherspoon Data Breach | …",jd wetherspoon,,['gop'],"house,gop",88weighted,JD Wetherspoon Data Breach
2549,,"63,000 people affected by UCF #data #breach : [ welive# security.com ] The University of Central Florida ( UCF ) has…","ucf,the university of central florida,ucf",,['gop'],"house,gop",88weighted,"UCF,University of Central Florida,UCF"
2498,,"6:30 am , just got to work and 1st thing I do is put the #RiverPlate game live from Japan ... Savage .","#riverplate,japan",,['gop'],"house,gop",88weighted,Japan
1533,,"6 shot , 1 reportedly dead in Mesa shooting ; suspect on the loose | Fox News #SmartNews","mesa,fox news",,['gop'],"house,gop",88weighted,Mesa
3458,,5 amazing followers in the last day and there will be more tomorrow . Growing with https://t.co/7IoMnALdV9,,,['gop'],"house,gop",88weighted,
2570,,4th time he 's been drafted . https://t.co/L5B7GxAntv,,,['gop'],"house,gop",88weighted,
169,trumpRussia,4th and 2 from the 3 . #iahsfb,,,[],,Ban_Pres_Bannon,
1871,,4m TalkTalk customers’ details may have been stolen in latest breach pic.twitter.com/ge7SS1brsV,talktalk,,['gop'],"house,gop",88weighted,
3004,,4 Marines reportedly dead in shooting attack at Tennessee Navy facility … via the @FoxNews Android app,"tennessee,navy,android",,['gop'],"house,gop",88weighted,Tennessee Navy
2929,,3rd summer in a row that I have to go to the hospital smh,,,['gop'],"house,gop",88weighted,
3664,,3rd script kiddie arrested in TalkTalk breach,talktalk,,['gop'],"house,gop",88weighted,TalkTalk
3489,,3rd Paint Session 3 : https://t.co/8TYj4ABEHl via @YouTube,,,['gop'],"house,gop",88weighted,
3571,,3rd local biopharm firm files IPO plans in past month https://t.co/ryKzMJj82E,ipo,,['gop'],"house,gop",88weighted,
1097,,3rd hour # 31 https://t.co/fTT7grjvQb,,,['gop'],"house,gop",88weighted,
3619,,3RD APRIL PARTY AT @CLUBHUSH E . Sugar Creek RD #JCSU #JWU #CPCC #UNCC #PARTYKINGS #THEELITEMEN #CLT 704-428-9009,,,['gop'],"house,gop",88weighted,
1640,,"33 years ago today , Filthy Rich premiered . It aired on CBS from August 1982 to July 1983 . Starring Dixie Carter ...","filthy rich,cbs,dixie carter",,['gop'],"house,gop",88weighted,"Filthy Rich,CBS,Dixie Carter"
2207,,"30 October 16 , 2015 at 04:30 PM",,,['gop'],"house,gop",88weighted,
2554,,3 Wounded In Shooting Outside Portland High School : Police said that the shooter had fled the scene and that t ...,portland,,['gop'],"house,gop",88weighted,Portland
3745,,3 killed in Detroit barber shop shooting : Three people have died and others were injured at a barbersh ... #tucson,detroit,,['gop'],"house,gop",88weighted,Detroit
1137,,3 killed in Detroit barber shop shooting : Three people have died and others were injured at a barbers ... #phoenix,detroit,,['gop'],"house,gop",88weighted,Detroit
2496,,"3 killed , 2 wounded in shooting outside Irvington , NJ , nightclub , authorities say ; no arrests - @NBCNewYork : 3 ...","irvington,nj",,['gop'],"house,gop",88weighted,"Irvington,NJ"
736,"IAmAPreexistingCondition, AHCA","3 killed , 2 wounded in Atlanta shooting - San Francisco Chronicle - …","atlanta,san francisco chronicle",,[],,Claire_Sentient,"Atlanta,San Francisco Chronicle"
1047,,"3 killed , 2 in life-threatening condition after west Columbus shooting 10TV …","columbus,10tv",,['gop'],"house,gop",88weighted,Columbus
192,"Trumprussia, russiagate","3 dead in courthouse shooting in Delaware : WILMINGTON , Del . ( AP ) — A gunman opened fire Monday morning in a Dela ...","delaware,wilmington,del","carter page,suspicious russian",['carter page'],carter page,lfbensimon,"Delaware,WILMINGTON,Del"
1115,,3 dead after Midvale shooting ; shooter still at large |,midvale,,['gop'],"house,gop",88weighted,Midvale
2689,,2x White 6000K LED T10 921 168 Upper Center High Mount Stop 3rd Brake Light Lamp,,,['gop'],"house,gop",88weighted,Upper Center
3144,,"2nd time .. 1st posted in July , 1996 . #sighhh #WhoIsBurningBlackChurches",,,['gop'],"house,gop",88weighted,
954,Obamacare,2nd one https://t.co/AAYoH2zOiw,,,[],,The_Big_Toe,
2077,,2nd last practice of the season ; last game on Sun . Going to miss watchg these little guys ! Love being a #footballmama,,,['gop'],"house,gop",88weighted,
1718,,2nd favoryits to win the World Cup mind,world cup,,['gop'],"house,gop",88weighted,World Cup
1829,,"20th #1 Song , GRAMMY Nods Mark Memorable Week for Songwriter Luke Laird : A comprehensive look at one of countr ... https://t.co/3xA3yOS1bc","grammy,luke laird",,['gop'],"house,gop",88weighted,"GRAMMY Nods Mark Memorable Week,Songwriter Luke Laird"
1073,,2016 gonna get this work Friday,,,['gop'],"house,gop",88weighted,
205,,2015/12/07 ( Mon ) 12:38 : 27 https://t.co/iuolP5ohgI,,"trump,trump",[],"trump,trump,trump",moonlighthalo,
2224,,"2015 World Cup : Time , TV , and streaming info for Monday 's games in Groups C and D",,,['gop'],"house,gop",88weighted,
395,,200K #Comcast accounts compromised . What could have been done to prevent it . #ComcastBreach #cybersecurity,#comcast,"carter page,syria,don","['syria', 'carter page', 'don']","syria,don",huffingtonList,
852,AHCA,"200,000 Comcast passwords reset after breach #security+ privacy #feedly",comcast,,[],,bpwerks,
3549,,"20 high quality well written comments up to 200 characters for $5 #fiverr May 01 , 2015 at 02:01 PM",,,['gop'],"house,gop",88weighted,
2443,,2 Magic players going head to head Saturday for championship of Erie classic ! @SaukValleyMagic @andersonb_23 @_MikePackard @tcarlson4,"magic,erie",,['gop'],"house,gop",88weighted,Erie
2518,,2 killed in Miami shooting : The shooting happened at a Miami apartment complex around 2 a.m. Tuesday . Police don't have a motive yet ....,"miami,miami",,['gop'],"house,gop",88weighted,"Miami,Miami"
3233,,"2 killed , multiple wounded in Miami shooting : via @AOL",miami,,['gop'],"house,gop",88weighted,Miami
2465,,"2 Killed , 7 Hurt in Detroit Barbershop Shooting - ABC News : New York Daily News2 Killed , 7 Hurt in Detroit Bar ...","detroit,abc news,new york daily,detroit",,['gop'],"house,gop",88weighted,"Detroit Barbershop Shooting,ABC News,New York Daily News2 Killed,Detroit Bar"
2298,,"2 December 25 , 2015 at 01:19 PM",,,['gop'],"house,gop",88weighted,
1002,,"2 dead , 2 wounded after shooting at Al Barnes Park in Tampa - @TBOcom","al barnes park,tampa",,['gop'],"house,gop",88weighted,"Al Barnes Park,Tampa"
3553,,2 Brothers On The 4th Floor - ' I Can &amp; apos ; t Help Myself ' #nowplaying,"2 brothers on the 4th floor,i can &amp; apos ; t help myself",,['gop'],"house,gop",88weighted,
672,AHCA,1st Stage Extends OLD WICKED SONGS Through 5/17,,,[],,TwoDanielSharp,
1413,,1st review wrapping up on budget-busting Denver-area VA hospital,va,,['gop'],"house,gop",88weighted,
551,"AHCA, townhall",1st period and I'm already to jump off a bridge that 's to patty,,,[],,1hippoallalone,patty
612,AHCA,1st Binary Option Voting . Choose options to trade and win Get free demo account on LisFX . See details :,lisfx,,[],,belindabeezz,LisFX
2702,,1923 S Silver $1 Peace Dollar AU May Have Light Blemishes #49969,1923 s silver $1 peace dollar au,,['gop'],"house,gop",88weighted,
1258,,19'aavathu Arasiyal Seerthiruttham Apr-30 Muthal Amul . Athil Ulla 4 Vidayankal Aduttha Parliament'il Amulukku Varum . -Justice Minister,,,['gop'],"house,gop",88weighted,Athil Ulla 4 Vidayankal Aduttha Parliament'il Amulukku Varum
3574,,16 weeks of blood sweat tears stress and a shot ton of push ups all for this moment tomorrow !!,,,['gop'],"house,gop",88weighted,
397,,15-year-old boy arrested over TalkTalk hack sues three newspapers for breach of privacy,talktalk,,[],,GenKnoxx,
1951,,15-year-old arrested in Scotland for allegedly attempting to breach FBI system . Possible #CWA member . https://twitter.com/IncursioSubter/status/700354752203399168 …,"scotland,fbi,#cwa",,['gop'],"house,gop",88weighted,"Scotland,FBI"
382,,"15 People Wounded After Shooting at Miami Nightclub : The victims ranged in age from 11 to 25 , according to a p ...",miami,"carter page,united",['carter page'],carter page,robertcaruso,Miami Nightclub
760,"TheResistance, Obamacare",15 amazing followers in the last day and there will be more tomorrow . Growing with,,,['gop'],gop,therealezway,
101,,"14-year-old boy killed , 15-year-old wounded in South Side shooting - Chicago Tribune …","south side,chicago tribune","washington post,trump,carter page washington post the fbiγçª","['washington post', 'fbi', 'fbi', 'carter page', 'adviser']","washington post fbi,fisa,trump,carter page washington post",NewsToppers,"South Side shooting,Chicago Tribune"
3354,,14 green takes 2nd in the pool at KiVA and will play in gold tomorrow !,"green,kiva",,['gop'],"house,gop",88weighted,KiVA
2816,,14 dead in San Bernardino shooting ; police have shot suspect connected to chase of black SUV Devastating .,san bernardino,,['gop'],"house,gop",88weighted,San Bernardino
